count,pt1_lat,pt1_lon,pt2_lat,pt2_lon
179,32.8,-97.4,36.1,-86.7
179,42.7,-83.4,43.9,-92.5
179,48.4,11.8,51.9,-0.4
179,49.2,-98.1,49.9,-97.2
179,41.5,-73.1,42.5,-71.3
179,30.5,-81.7,35.4,-82.5
179,30.2,-97.7,33.2,-96.6
179,-26.2,28.2,-26.1,28.2
179,43.6,-116.2,45.6,-122.6
179,33.3,-111.7,33.4,-112.0
179,-27.4,153.1,-19.2,146.8
179,32.8,-108.0,35.0,-106.6
179,51.3,-0.8,51.8,-1.3
178,32.9,-96.9,40.8,-74.1
178,39.6,-104.9,41.8,-87.8
178,-37.7,144.9,-36.4,146.3
178,26.5,-77.1,28.8,-81.2
178,29.5,-98.5,33.6,-111.9
178,40.8,-74.1,40.8,-73.9
178,34.2,-118.5,42.1,-87.9
178,-25.4,-49.2,-23.6,-46.7
178,18.0,-62.9,18.2,-65.1
178,37.4,-5.9,40.5,-3.6
178,64.1,-21.9,65.5,-23.5
178,39.6,2.7,39.9,4.2
178,53.3,-113.6,54.3,-110.7
178,43.7,-79.6,45.5,-73.8
178,29.5,-98.5,36.1,-86.7
178,41.1,16.8,45.4,9.3
178,39.9,-75.2,40.5,-80.2
178,26.4,-80.1,30.5,-81.7
178,45.7,5.9,49.0,2.4
178,51.3,-0.8,51.9,0.2
178,32.9,-80.1,33.9,-84.3
178,51.9,-0.4,55.0,-1.7
178,30.5,-81.7,40.8,-74.1
178,39.2,-106.9,39.8,-104.7
178,37.0,-8.0,51.9,-0.4
178,33.9,-84.3,42.1,-87.9
178,-34.0,151.2,-33.4,149.1
178,42.7,-83.4,43.7,-79.6
177,29.5,-98.5,35.6,-106.1
177,41.7,-70.3,42.4,-71.0
177,32.8,-96.9,35.5,-97.6
177,33.8,-84.5,35.8,-84.0
177,39.1,-94.6,42.1,-87.9
177,40.0,-82.9,40.9,-81.4
177,39.7,-75.6,40.8,-74.1
177,29.5,-98.5,30.4,-97.6
177,55.5,13.4,59.4,17.9
177,26.7,-80.1,28.0,-82.0
177,39.1,-84.4,41.9,-88.3
177,4.7,-74.1,6.2,-75.4
177,43.6,1.4,49.0,2.4
177,33.6,-111.9,34.3,-110.0
177,39.2,-76.7,40.8,-74.4
177,42.2,-83.5,42.9,-85.5
177,33.4,-112.0,36.1,-115.1
177,33.6,-86.7,35.8,-84.0
177,-35.2,147.5,-34.0,151.2
177,26.1,-80.2,30.5,-81.7
177,47.3,11.3,48.1,16.6
177,31.9,-102.2,32.8,-96.8
177,40.8,-112.0,42.5,-114.5
177,33.8,-116.5,34.4,-119.8
177,42.4,-122.9,45.2,-122.8
177,39.0,-77.5,40.8,-74.1
177,40.9,-74.1,42.9,-85.5
176,32.8,-96.8,40.8,-74.1
176,36.2,-86.9,42.1,-87.9
176,33.8,-116.5,39.6,-104.9
176,13.9,100.6,18.8,99.0
176,40.5,-3.6,51.9,-0.4
176,26.7,-80.1,30.4,-84.3
176,30.5,-81.7,39.1,-84.4
176,30.3,-85.8,33.9,-84.3
176,35.4,-97.6,39.6,-104.9
176,33.9,-118.3,36.8,-119.7
176,40.0,-82.9,41.5,-93.7
176,26.7,-80.1,33.6,-111.9
176,27.4,-82.6,40.0,-82.9
176,24.9,55.2,25.2,55.4
176,28.0,-82.5,30.4,-84.4
176,38.9,-77.4,42.1,-87.9
176,36.1,-86.7,42.9,-85.5
176,49.2,-123.2,49.9,-97.2
176,42.5,-71.3,42.8,-71.5
175,43.6,-96.7,43.9,-92.5
175,18.0,-63.1,18.4,-66.0
175,25.9,-80.3,27.7,-80.4
175,36.1,-115.2,36.1,-86.7
175,33.7,-117.9,37.7,-122.1
175,26.7,-80.1,41.8,-87.7
175,51.9,-0.4,55.9,-4.4
175,34.4,-119.8,38.2,-122.3
175,32.1,-110.9,39.6,-104.9
175,34.7,-92.2,35.3,-94.4
175,33.7,-117.9,35.7,-120.6
175,34.4,-119.8,36.0,-115.1
175,28.4,-81.3,28.5,-81.3
175,25.3,-80.3,39.1,-84.4
175,53.3,-113.6,56.1,-117.2
175,39.7,-75.6,39.9,-75.2
175,35.2,-80.9,38.1,-78.5
175,-35.7,137.5,-35.0,138.5
175,33.7,-117.9,45.6,-122.6
175,19.2,-99.5,29.6,-95.3
175,35.5,-97.6,39.6,-104.9
175,25.9,-97.4,30.2,-97.7
175,37.4,-122.0,47.5,-122.3
175,33.4,-82.0,40.9,-74.1
175,42.7,-86.1,42.9,-85.5
175,53.9,-122.7,54.4,-128.6
175,33.0,-96.8,34.7,-92.2
175,24.9,55.2,26.3,50.6
174,25.5,-76.7,25.9,-80.3
174,33.6,-84.4,36.1,-86.7
174,36.0,-115.1,36.2,-115.2
174,41.4,-81.9,41.6,-81.5
174,41.1,-73.7,43.6,-110.7
174,38.9,-77.5,42.4,-71.0
174,34.0,-118.4,37.7,-122.2
174,35.8,-84.0,41.1,-73.7
174,49.0,2.4,51.8,-1.3
174,49.0,2.5,51.6,-0.4
174,25.0,-77.5,26.4,-80.1
174,43.7,7.2,51.8,-1.3
174,51.1,-114.0,52.2,-113.9
174,33.9,-84.3,42.5,-71.3
174,32.0,-102.1,32.8,-96.8
174,50.0,8.5,52.4,13.5
173,20.7,-105.2,32.6,-117.0
173,33.1,-117.3,36.2,-115.2
173,35.0,-85.2,35.2,-80.9
173,13.9,100.6,13.9,100.6
173,38.3,-75.1,39.3,-76.4
173,37.5,-77.3,38.1,-78.5
173,51.6,-0.4,52.3,4.8
173,37.7,-122.2,39.2,-106.9
173,19.2,-99.6,20.5,-103.3
173,32.1,-81.2,35.2,-80.9
173,-31.9,116.0,-30.8,121.5
172,33.6,-116.2,36.6,-121.8
172,34.0,-117.6,34.2,-118.5
172,40.1,33.0,41.0,28.8
172,33.6,-116.2,37.7,-122.2
172,30.4,-85.8,36.2,-86.9
172,35.8,-84.0,36.0,-79.5
172,38.7,-90.7,39.6,-104.9
172,43.5,7.0,51.2,4.5
172,29.5,-98.5,39.6,-104.9
172,37.5,15.1,41.8,12.6
172,33.9,-84.3,39.2,-76.7
172,-37.0,174.8,-35.8,174.4
172,46.2,6.1,46.9,7.5
172,49.2,-123.2,49.9,-125.3
172,40.8,-74.1,47.5,-122.3
172,33.9,-84.3,39.7,-86.3
172,43.6,4.0,49.0,2.4
172,33.9,-84.3,36.1,-80.2
172,37.4,-121.9,38.7,-121.4
172,32.8,-96.9,40.8,-74.1
172,25.8,-80.3,36.1,-86.7
172,26.0,-81.7,26.7,-80.1
171,41.5,-73.1,41.5,-72.8
171,37.6,-122.4,49.2,-123.2
171,40.0,-82.9,40.5,-80.2
171,51.1,16.9,52.2,21.0
171,39.6,-104.9,41.1,-73.7
171,34.2,-118.5,39.9,-105.1
171,40.7,-74.2,42.5,-71.3
171,42.9,-78.7,43.1,-77.7
171,29.5,-98.5,29.8,-95.9
171,32.3,-86.4,33.6,-86.8
171,39.5,-119.8,40.5,-122.3
171,42.2,-83.5,44.7,-85.6
171,33.7,-112.1,36.0,-115.1
171,48.4,11.8,49.5,11.1
171,35.9,-78.8,36.1,-80.2
171,37.4,-121.9,49.2,-123.2
171,25.8,-80.3,39.2,-76.7
171,34.2,-118.4,34.4,-119.8
171,39.1,-84.4,41.5,-81.7
171,37.5,-122.2,38.5,-122.8
171,32.8,-96.8,36.1,-115.2
171,-24.9,152.3,-23.4,150.5
170,40.2,-74.1,42.5,-71.3
170,37.7,-122.2,39.6,-104.9
170,42.7,-83.4,45.6,-84.8
170,39.5,-74.6,40.9,-74.1
170,25.9,-80.3,30.4,-84.3
170,28.0,-82.5,28.0,-82.0
170,-40.3,175.6,-40.0,175.0
170,32.9,-96.9,39.1,-94.6
170,28.0,-82.3,30.4,-84.3
170,27.2,-80.2,27.9,-82.7
170,39.5,-119.8,47.5,-122.3
170,25.9,-80.3,27.4,-82.5
170,43.6,1.4,47.7,9.5
170,37.0,-8.0,40.5,-3.6
170,33.9,-118.4,49.2,-123.2
170,30.4,-85.8,33.6,-86.7
170,30.2,-97.7,32.0,-102.2
170,-6.1,106.7,1.4,103.9
170,35.4,-97.6,36.2,-95.9
170,47.5,-111.4,47.7,-117.3
170,32.8,-96.9,34.7,-92.2
169,37.4,-121.9,38.6,-121.3
169,40.8,-74.1,40.9,-72.6
169,30.2,-97.7,38.0,-107.9
169,48.2,17.2,48.7,21.2
169,33.0,-96.8,33.2,-96.6
169,-35.0,137.6,-34.9,138.5
169,25.9,-97.4,27.8,-97.5
169,38.9,-77.5,39.1,-84.4
169,-34.9,138.5,-12.4,130.9
169,30.0,-90.0,33.9,-84.3
169,38.9,-77.4,40.5,-80.2
169,46.8,-100.8,48.3,-101.3
169,49.4,-2.6,51.4,-2.7
169,36.6,-121.8,40.8,-112.0
169,32.1,-110.9,36.0,-115.1
169,34.2,-118.5,38.0,-122.1
169,43.2,-79.9,45.5,-73.7
169,51.3,-0.8,55.9,-4.4
169,32.7,-117.2,36.6,-121.8
169,32.7,-80.0,40.9,-74.1
169,4.7,-74.2,6.2,-75.4
169,41.8,12.6,49.0,2.5
169,38.7,-90.6,42.1,-87.9
169,42.1,-87.9,43.9,-92.5
169,25.6,-80.4,26.2,-80.2
169,36.1,-115.2,39.9,-105.1
169,25.0,-77.4,26.1,-80.1
169,25.6,-80.4,25.8,-80.3
169,40.9,-74.1,45.5,-73.4
169,35.2,-80.9,40.0,-82.9
169,34.0,-118.4,34.6,-118.1
169,40.2,-111.7,43.6,-116.2
169,40.8,-74.1,44.9,-93.2
169,32.7,-80.0,39.1,-84.4
169,40.8,-112.0,41.1,-73.7
168,48.1,16.6,48.3,11.8
168,46.9,-114.1,47.5,-122.3
168,-23.6,-46.7,-23.2,-46.9
168,36.9,-76.2,38.9,-77.5
168,32.1,-81.2,36.1,-86.7
168,32.8,-96.9,39.1,-94.6
168,34.3,-77.9,40.8,-74.1
168,39.7,-75.6,41.1,-73.7
168,40.5,-3.6,45.4,9.3
168,40.1,-75.0,40.8,-74.1
168,34.7,-92.2,36.3,-94.3
168,50.0,8.6,52.4,13.5
168,32.8,-96.9,33.7,-117.9
168,36.0,-86.5,36.2,-86.9
168,-32.1,115.9,-26.9,118.5
168,25.8,-80.3,42.1,-87.9
168,34.2,-118.4,37.7,-122.1
168,32.7,-117.2,38.2,-122.3
168,36.1,-86.7,42.7,-83.4
168,10.3,-66.8,10.6,-66.9
168,46.2,7.3,51.3,-0.8
168,46.2,6.1,51.8,-1.3
167,33.4,-82.0,41.1,-73.7
167,37.2,-107.7,38.8,-104.7
167,52.3,4.8,52.4,13.5
167,28.4,-81.3,30.8,-83.3
167,32.6,-114.6,33.4,-112.0
167,26.4,-80.1,40.2,-74.1
167,34.4,-119.8,39.6,-104.9
167,29.7,-82.3,30.3,-81.5
167,29.6,-95.3,30.0,-90.2
167,33.9,-118.4,39.2,-106.9
167,-27.4,153.1,-19.3,146.8
167,3.5,-76.4,4.7,-74.1
167,28.0,-82.5,30.4,-86.5
167,40.0,-82.9,41.8,-87.7
167,30.4,-85.8,35.0,-85.2
166,43.6,-116.2,45.8,-111.2
166,28.5,-81.3,42.9,-85.5
166,41.8,12.6,45.5,9.3
166,39.9,-75.2,42.9,-78.7
166,-40.3,175.6,-39.5,176.9
166,39.6,2.7,43.7,7.2
166,33.7,-101.8,35.0,-106.6
166,25.8,-80.3,26.5,-77.1
166,42.1,-87.9,44.5,-88.1
166,50.9,4.5,51.3,-0.8
166,36.2,-95.9,39.1,-94.6
166,48.1,16.6,49.0,2.4
166,39.2,-106.9,43.6,-110.7
166,47.6,7.5,49.0,2.4
166,27.8,-82.6,28.0,-82.5
166,48.1,16.6,52.4,13.5
166,38.7,-90.3,40.1,-83.1
166,46.9,7.5,49.0,2.4
166,45.6,8.7,49.0,2.4
166,20.7,-105.2,32.1,-110.9
166,40.8,-112.0,47.5,-111.4
166,18.3,-65.0,18.4,-66.0
166,36.1,-86.7,38.9,-77.5
166,43.7,-79.6,45.3,-65.9
166,35.9,-78.8,42.5,-71.3
166,43.8,11.2,49.0,2.4
166,27.2,-80.2,40.7,-73.4
