count,pt1_lat,pt1_lon,pt2_lat,pt2_lon
1138,-27.4,153.1,-25.3,152.9
1135,26.7,-80.1,27.2,-80.2
1131,33.7,-117.9,36.0,-115.1
1116,26.2,-81.8,26.7,-80.1
1113,33.4,-112.0,34.3,-110.0
1113,53.3,-113.6,55.2,-118.9
1111,43.7,7.2,46.2,6.1
1108,49.2,-123.2,50.0,-119.4
1106,-23.6,-46.7,-15.9,-47.9
1102,43.7,7.2,51.3,-0.8
1101,30.2,-97.7,32.8,-96.8
1100,40.8,-112.0,43.6,-116.2
1097,46.2,6.1,51.3,-0.8
1096,45.5,-73.7,46.8,-71.4
1082,49.2,-123.2,51.1,-114.0
1077,29.5,-98.5,30.2,-97.7
1073,26.7,-80.1,28.0,-82.5
1071,49.2,-123.2,53.9,-122.7
1067,39.6,-104.9,40.8,-112.0
1062,36.1,-115.2,37.4,-121.9
1057,32.7,-117.2,33.6,-111.9
1049,35.8,-84.0,36.1,-86.7
1041,30.2,-97.7,32.9,-96.9
1028,43.7,7.2,49.0,2.4
1026,33.6,-111.9,40.8,-112.0
1026,33.7,-117.9,37.4,-121.9
1013,33.7,-117.9,40.8,-112.0
1010,-41.3,174.8,-38.7,176.1
1009,42.5,-71.3,43.1,-70.8
1007,26.7,-80.1,42.5,-71.3
994,33.9,-118.4,34.2,-118.5
993,40.8,-112.0,43.5,-112.1
992,47.5,-122.3,49.2,-123.2
990,-14.5,132.4,-12.4,130.9
988,33.1,-117.3,36.1,-115.2
985,25.9,-100.2,29.5,-98.5
964,49.0,2.4,51.3,-0.8
955,25.9,-80.3,28.0,-82.5
952,29.6,-95.3,32.8,-96.8
938,30.2,-97.7,32.8,-97.4
937,-37.7,144.9,-36.1,147.0
935,31.6,-110.4,31.6,-110.3
929,34.2,-118.5,40.8,-74.1
921,41.1,-73.7,41.3,-70.1
918,32.7,-117.2,34.2,-118.5
912,4.7,-74.2,4.7,-74.1
904,25.8,-80.3,40.9,-74.1
903,32.7,-117.2,36.1,-115.2
903,44.9,-93.1,46.9,-96.8
896,38.9,-77.4,41.1,-73.7
894,25.9,-80.3,26.2,-80.2
890,41.1,-73.7,41.3,-70.0
889,25.8,-80.3,26.2,-80.2
882,45.6,-122.6,47.5,-122.3
880,37.4,-121.9,37.6,-122.4
879,32.1,-81.2,33.9,-84.3
878,34.2,-118.5,34.4,-119.8
870,38.9,-77.4,40.8,-74.1
862,40.7,-73.4,40.9,-74.1
860,41.1,-73.7,41.5,-73.1
858,35.0,-106.6,36.7,-108.2
856,-41.3,174.8,-39.5,176.9
856,40.9,-74.1,45.5,-73.7
855,47.5,-122.3,61.2,-150.0
852,40.9,-74.1,41.8,-87.8
846,61.2,-150.0,64.8,-147.9
844,35.0,-85.2,35.8,-84.0
843,33.1,-117.3,33.6,-111.9
841,25.9,-80.3,41.1,-73.7
835,51.4,-2.7,54.1,-3.3
831,38.7,-77.5,40.4,-79.9
823,33.8,-84.5,35.2,-80.9
822,37.4,-121.9,47.5,-122.3
821,26.7,-80.1,27.4,-82.6
820,34.2,-118.5,38.2,-122.3
817,33.6,-116.2,34.2,-118.5
816,51.3,-0.8,51.9,-0.4
815,32.3,-106.9,35.0,-106.6
809,34.4,-119.8,37.5,-122.2
809,34.2,-118.5,36.6,-121.8
807,36.1,-115.2,37.6,-122.4
807,30.2,-97.7,33.0,-96.8
803,31.3,-85.5,31.3,-85.4
803,33.9,-84.3,36.1,-86.7
800,36.9,-76.2,37.5,-77.3
799,39.9,-75.2,40.9,-74.1
797,-34.9,138.5,-34.6,135.9
793,40.9,-74.1,42.1,-87.9
792,38.9,-77.5,40.9,-74.1
789,26.1,-80.2,26.7,-80.1
785,33.1,-117.3,34.2,-118.5
781,26.2,-98.2,29.5,-98.5
781,45.5,-73.7,45.5,-73.4
779,34.4,-119.8,37.4,-121.9
776,42.4,-71.0,42.5,-71.3
771,51.3,-0.8,54.1,-3.3
770,40.9,-74.1,42.7,-83.4
768,-37.9,147.6,-37.7,144.9
765,60.8,-161.8,61.2,-150.0
765,44.8,-93.5,44.9,-93.1
764,49.0,2.4,51.9,-0.4
763,29.5,-98.5,29.6,-95.7
760,40.8,-74.1,43.7,-79.6
757,38.7,-90.6,39.1,-94.6
750,33.6,-88.4,33.7,-88.5
747,35.2,-80.9,35.9,-78.8
746,33.9,-84.3,40.9,-74.1
744,45.4,9.3,49.0,2.4
744,40.8,-112.0,43.6,-110.7
742,33.4,-112.0,33.7,-117.9
741,33.9,-81.1,35.4,-80.7
736,33.6,-111.9,36.1,-115.1
734,39.3,-106.9,39.6,-104.9
734,43.7,7.2,51.9,-0.4
731,50.0,-119.4,51.1,-114.0
724,41.4,-70.6,42.5,-71.3
721,33.4,-112.0,34.2,-118.5
720,29.6,-95.3,32.8,-97.4
718,26.7,-80.1,40.8,-74.4
712,34.2,-118.5,47.5,-122.3
712,40.9,-74.1,41.4,-70.6
710,40.7,-73.4,41.1,-73.7
709,26.1,-81.8,26.7,-80.1
705,33.7,-117.9,36.6,-121.8
704,-33.9,151.0,-32.8,151.8
701,33.7,-117.9,36.8,-119.7
700,25.9,-80.3,26.4,-80.1
698,-38.3,142.4,-37.7,144.9
692,-23.6,-46.7,-19.9,-43.9
692,26.2,-98.2,27.8,-97.5
691,45.6,-122.6,45.7,-119.0
688,31.2,-81.4,33.9,-84.3
688,49.0,2.4,51.3,0.0
688,45.8,-108.5,47.7,-104.2
688,26.7,-80.1,40.7,-73.4
688,45.4,9.3,46.2,6.1
686,36.1,-115.2,39.5,-119.8
685,29.6,-95.3,32.9,-96.9
685,40.8,-74.4,41.1,-73.7
685,25.9,-80.3,28.4,-81.3
684,43.6,-96.7,44.8,-93.5
681,26.7,-80.1,39.9,-75.2
678,25.9,-80.3,33.9,-84.3
676,29.6,-95.3,32.8,-96.9
675,46.2,6.1,51.9,-0.4
675,26.1,-80.2,28.0,-82.5
673,26.7,-80.1,42.7,-83.4
673,39.1,-94.6,39.6,-104.9
672,38.9,-77.5,40.8,-74.1
672,38.3,-104.5,39.9,-104.7
671,34.7,-92.2,36.2,-94.1
670,40.7,-73.4,40.8,-74.1
669,33.8,-116.5,34.2,-118.5
668,33.1,-117.3,33.7,-117.9
667,33.7,-117.9,39.6,-104.9
667,33.6,-111.9,33.9,-118.4
666,35.2,-80.9,40.9,-74.1
666,33.9,-84.3,35.2,-80.9
663,26.7,-80.1,28.4,-81.3
663,25.8,-80.3,40.8,-74.1
660,33.7,-117.9,37.6,-122.4
658,26.4,-80.1,40.9,-74.1
656,34.2,-118.5,36.1,-115.1
655,50.9,7.1,52.4,13.5
655,39.2,-76.7,40.9,-74.1
653,36.3,-97.9,36.4,-97.9
650,33.6,-111.9,36.0,-115.1
648,60.6,-151.2,61.2,-150.0
646,41.2,-70.1,42.5,-71.3
646,33.4,-112.0,33.6,-111.9
639,40.5,-3.6,41.3,2.1
638,41.3,-95.9,41.8,-87.8
635,51.1,-114.0,52.2,-106.7
635,50.4,-104.7,52.2,-106.7
635,35.9,-78.8,40.9,-74.1
632,29.5,-98.5,32.8,-96.8
628,32.6,-117.0,33.7,-117.9
628,29.6,-95.7,30.2,-97.7
626,43.7,7.2,45.4,9.3
626,26.7,-80.1,28.5,-81.3
624,29.5,-98.5,32.9,-96.9
624,-34.0,18.6,-25.9,27.9
620,-34.9,-55.1,-34.5,-58.6
618,32.1,-110.9,33.6,-111.9
617,48.6,-123.4,49.2,-123.2
615,32.8,-97.4,33.7,-101.8
614,40.0,-82.9,40.9,-74.1
611,29.5,-98.5,33.0,-96.8
610,44.8,-93.5,46.9,-96.8
608,41.8,-87.8,42.7,-83.4
606,34.2,-118.5,39.6,-104.9
606,41.8,-87.8,42.1,-87.9
605,33.7,-117.9,33.9,-118.4
604,-43.5,172.5,-41.6,173.9
603,45.8,-111.2,47.5,-122.3
596,43.7,7.2,49.0,2.5
596,25.9,-80.3,28.5,-81.3
596,26.7,-80.1,27.9,-82.7
595,45.5,-122.9,47.5,-122.3
594,33.6,-111.9,37.4,-121.9
592,33.9,-84.3,35.9,-78.8
592,49.4,-2.6,52.8,-1.3
590,53.3,-2.8,54.1,-4.6
587,33.4,-112.0,36.1,-115.2
587,49.0,2.5,51.3,-0.8
585,38.8,-104.7,39.6,-104.9
585,39.5,-107.7,39.6,-104.9
585,38.7,-121.4,40.5,-122.3
585,33.8,-116.5,36.1,-115.2
584,32.7,-117.2,33.7,-117.9
584,-6.3,106.9,1.4,103.9
583,39.6,-104.9,39.9,-105.1
583,32.7,-117.2,37.4,-121.9
581,40.8,-74.4,40.9,-74.1
581,26.7,-80.1,36.1,-86.7
581,46.2,6.1,47.5,8.6
577,25.9,-80.3,34.2,-118.5
577,34.2,-118.5,38.5,-122.8
576,43.9,-92.5,44.8,-93.5
576,26.7,-80.1,38.9,-77.4
576,25.9,-80.3,26.2,-81.8
575,25.9,-80.3,27.4,-82.6
573,21.8,-72.3,25.9,-80.3
571,49.1,-123.9,49.2,-123.2
570,49.2,-2.2,51.3,-0.8
568,40.8,-74.1,42.7,-83.4
566,32.8,-97.4,33.0,-96.8
566,-33.9,151.0,-33.4,149.1
566,31.9,-102.2,32.8,-97.4
564,43.7,7.2,51.3,0.0
564,43.7,-79.6,45.3,-75.7
563,26.7,-80.1,43.7,-79.6
563,46.3,-119.1,47.5,-122.3
563,25.8,-80.3,41.1,-73.7
559,40.8,-72.6,40.9,-74.1
558,60.2,11.1,60.3,5.2
558,31.1,-81.4,33.9,-84.3
557,39.9,-75.2,40.8,-74.1
555,34.2,-119.1,34.2,-118.5
554,29.5,-98.5,32.8,-97.4
554,40.8,-74.1,41.8,-87.8
551,26.2,-80.2,28.0,-82.5
547,36.1,-115.2,37.7,-122.2
547,36.1,-115.2,39.6,-104.9
546,33.9,-118.3,37.3,-120.5
545,29.6,-95.3,33.0,-96.8
544,26.7,-80.1,30.5,-81.7
544,36.6,-121.8,37.4,-121.9
544,52.2,-106.7,53.3,-113.6
544,26.7,-80.1,35.2,-80.9
541,33.7,-117.9,37.7,-122.2
540,39.5,-119.8,40.8,-112.0
539,37.6,-122.4,47.5,-122.3
539,40.8,-74.1,41.4,-70.6
538,33.9,-84.3,40.8,-74.1
537,36.1,-86.7,40.9,-74.1
536,34.7,-92.2,36.0,-94.2
535,25.8,-80.3,25.9,-80.3
535,34.2,-118.5,36.8,-119.7
532,39.9,-75.2,41.1,-73.7
530,26.7,-80.1,42.4,-71.0
530,33.9,-118.4,37.4,-121.9
528,40.8,-74.1,45.5,-73.7
528,26.7,-80.1,27.7,-80.4
527,33.1,-117.3,36.0,-115.1
526,-23.6,-46.7,-23.4,-46.5
526,37.4,-121.9,39.5,-119.8
525,46.2,6.1,51.3,0.0
525,36.7,-4.5,40.5,-3.6
524,39.5,-119.8,40.8,-115.8
522,33.7,-117.9,38.2,-122.3
522,52.8,-1.3,54.1,-3.3
522,51.3,-0.8,51.3,0.0
521,40.2,-111.7,40.8,-112.0
520,33.6,-111.9,35.1,-111.7
518,37.4,-121.9,37.7,-122.2
517,37.4,-121.9,40.8,-112.0
517,39.1,-108.5,40.8,-112.0
516,30.2,-97.7,34.2,-118.5
515,33.6,-86.7,33.9,-84.3
514,47.5,-122.3,47.9,-122.3
514,36.0,-79.5,40.8,-74.4
513,-34.6,-58.4,-34.5,-58.6
513,49.0,2.5,51.9,-0.4
512,33.4,-112.0,40.8,-112.0
511,41.1,-73.7,41.5,-74.1
510,34.2,-118.4,37.7,-122.2
509,34.4,-119.8,36.1,-115.2
509,51.3,-0.8,53.4,-6.3
506,40.8,-74.1,42.1,-87.9
505,35.9,-78.8,41.1,-73.7
504,40.9,-74.1,41.9,-72.7
503,26.7,-80.1,29.6,-95.3
502,-23.6,-46.7,-19.8,-44.0
502,28.0,-82.5,33.9,-84.3
502,46.8,-100.8,46.9,-96.8
502,35.8,-84.0,36.2,-86.9
501,-37.7,144.9,-34.0,151.2
500,40.8,-72.6,41.1,-73.7
499,43.6,-116.2,47.5,-122.3
497,-12.4,130.8,-12.4,130.9
497,26.7,-80.1,38.9,-77.5
497,47.5,-122.3,47.7,-117.3
495,40.9,-74.1,41.5,-73.1
494,29.5,-98.5,32.8,-96.9
494,43.5,-114.3,47.5,-122.3
494,39.6,-104.9,42.9,-106.5
494,41.3,-70.1,42.5,-71.3
494,33.7,-117.9,35.4,-119.1
491,33.7,-117.9,34.4,-119.8
490,49.2,-123.2,60.7,-135.1
489,-25.5,-49.2,-23.6,-46.7
489,38.9,-77.5,41.1,-73.7
486,40.8,-74.1,41.2,-70.1
486,39.7,-86.3,42.7,-83.4
485,26.2,-80.2,28.5,-81.3
485,60.2,11.1,63.5,10.9
484,33.6,-111.9,34.2,-118.4
481,25.8,-80.3,28.0,-82.5
481,43.6,-96.7,46.9,-96.8
481,40.9,-74.1,41.2,-70.1
481,33.9,-118.4,37.6,-122.4
480,40.8,-112.0,47.5,-122.3
480,31.3,-85.4,31.4,-85.5
479,26.2,-80.2,26.4,-80.1
477,51.3,0.0,51.9,-0.4
477,1.4,103.9,3.1,101.5
476,34.2,-118.5,45.8,-111.2
476,47.5,-122.3,47.6,-117.5
475,51.3,0.0,52.3,4.8
475,34.2,-118.4,37.6,-122.4
474,35.0,-106.6,39.6,-104.9
474,33.7,-117.9,33.8,-116.5
472,39.2,-106.9,39.6,-104.9
472,41.1,-73.7,43.1,-70.8
471,47.7,9.5,51.3,6.8
470,26.7,-80.1,35.9,-78.8
469,34.4,-119.8,37.6,-122.4
469,26.4,-80.1,40.8,-74.1
469,33.6,-111.9,47.5,-122.3
467,35.9,-78.8,40.8,-74.1
467,1.4,103.9,22.3,113.9
467,45.4,9.3,51.3,-0.8
466,33.6,-111.9,51.1,-114.0
466,45.5,-123.0,47.5,-122.3
464,-34.9,138.5,-33.2,138.0
464,43.6,-96.7,44.9,-93.1
463,48.2,17.2,50.1,14.3
463,36.1,-115.2,37.3,-120.5
463,33.6,-116.2,33.7,-117.9
461,43.6,-96.7,44.0,-103.1
460,26.1,-80.2,40.9,-74.1
458,-43.5,172.5,-37.0,174.8
457,40.5,-80.2,40.9,-74.1
457,-37.7,144.9,-33.9,151.0
457,44.8,-0.7,49.0,2.4
457,-39.5,176.9,-37.0,174.8
456,25.0,-77.5,26.7,-80.1
456,-34.9,138.5,-33.1,137.5
455,-37.7,144.9,-36.7,142.2
455,30.4,-85.8,33.9,-84.3
454,30.2,-97.7,33.6,-111.9
453,49.2,-123.2,53.3,-113.6
452,29.6,-95.7,32.9,-96.9
452,58.9,5.6,60.2,11.1
451,40.8,-74.4,40.8,-74.1
450,36.1,-86.7,39.7,-86.3
449,41.1,-73.7,41.7,-70.3
448,41.1,-73.7,43.7,-79.6
447,51.3,-0.8,52.3,4.8
447,37.7,-122.2,40.8,-112.0
446,32.1,-110.9,33.4,-112.0
445,37.7,-122.2,39.5,-119.8
445,47.2,-119.3,47.5,-122.3
445,34.2,-118.5,34.2,-118.4
444,34.3,-77.9,35.9,-78.8
444,43.5,-112.1,43.6,-110.7
444,34.2,-118.5,35.4,-119.1
444,33.9,-84.3,35.8,-84.0
443,40.3,-79.4,40.5,-80.2
442,43.5,-112.1,43.6,-116.2
442,33.8,-84.5,33.9,-84.3
442,40.9,-96.8,41.3,-95.9
442,28.5,-81.3,33.9,-84.3
442,39.2,-76.7,40.8,-74.1
442,33.7,-117.9,33.8,-118.1
441,26.7,-80.1,32.9,-80.0
441,39.6,-104.9,41.3,-95.9
440,33.1,-117.3,40.8,-112.0
440,45.4,9.3,49.0,2.5
440,18.0,-62.9,18.4,-66.0
440,32.9,-80.0,33.9,-84.3
440,26.2,-80.2,30.5,-81.7
439,-41.3,174.8,-40.0,175.0
439,34.2,-118.5,39.5,-119.8
438,29.6,-95.7,31.9,-102.2
438,21.8,-72.3,26.7,-80.1
438,39.9,-75.2,42.4,-71.0
437,-32.8,151.8,-31.1,150.8
436,40.0,-82.9,40.8,-74.1
436,40.8,-112.0,45.8,-108.5
436,33.7,-117.9,36.1,-115.1
436,33.7,-117.9,47.5,-122.3
436,40.4,-76.0,40.9,-74.1
435,35.4,-80.7,35.9,-78.8
435,33.1,-117.3,37.4,-121.9
434,29.6,-95.3,40.9,-74.1
434,25.0,-77.5,25.9,-80.3
434,33.6,-111.9,41.3,-95.9
432,25.9,-100.2,29.6,-95.3
432,39.1,-84.4,40.9,-74.1
432,49.9,-97.2,53.8,-101.2
431,30.4,-85.8,36.1,-86.7
429,41.1,-73.7,41.8,-87.8
429,44.1,-121.2,45.6,-122.6
429,40.9,-74.1,42.9,-78.7
428,49.4,-2.6,51.0,-1.4
428,36.1,-115.2,47.5,-122.3
427,44.9,-63.5,45.3,-65.9
424,35.2,-80.9,40.8,-74.1
423,36.0,-79.5,37.5,-77.3
423,45.3,-65.9,46.1,-64.7
422,37.5,-122.2,39.3,-120.2
422,40.9,-74.1,41.3,-70.0
421,21.7,39.1,25.0,46.7
421,42.9,-85.5,44.7,-85.6
421,38.3,-104.5,39.8,-104.7
421,32.7,-114.6,36.7,-121.6
420,49.9,-97.2,53.3,-113.6
419,30.2,-97.7,32.8,-96.9
419,30.2,-97.7,40.9,-74.1
419,49.4,-2.6,50.8,-1.8
418,36.1,-79.5,36.9,-76.2
418,1.4,103.9,13.9,100.6
417,26.7,-80.1,42.1,-87.9
416,-23.8,133.9,-23.8,133.9
416,25.9,-80.3,27.2,-80.2
415,33.6,-111.9,43.6,-110.7
413,49.2,-2.2,51.8,-1.3
413,26.7,-80.1,32.1,-81.2
412,33.6,-111.9,34.4,-119.8
411,33.1,-117.3,33.4,-112.0
410,51.9,-0.4,52.3,4.8
408,41.1,-73.7,41.9,-72.7
408,39.1,-84.4,40.0,-82.9
408,49.9,-97.2,51.1,-114.0
407,26.4,-80.1,40.8,-74.4
407,41.3,-95.9,41.8,-87.7
407,48.4,11.8,52.4,13.5
407,57.7,12.3,59.4,17.9
407,46.3,-119.3,47.5,-122.3
405,40.3,-74.8,40.9,-74.1
405,43.5,7.0,49.0,2.4
405,37.6,-122.4,37.7,-122.2
404,34.2,-118.5,39.5,-107.7
403,39.6,-104.9,43.6,-110.7
402,32.7,-117.2,37.6,-122.4
402,68.5,16.7,69.7,18.9
402,42.1,-87.9,42.7,-83.4
401,-37.7,144.9,-33.9,151.2
401,39.6,-106.9,39.6,-104.9
401,26.2,-80.2,40.9,-74.1
401,25.9,-80.3,27.9,-82.7
400,33.6,-111.9,33.8,-116.5
400,47.5,8.6,49.0,2.4
399,-33.9,151.2,-32.2,148.6
399,39.9,-75.2,42.5,-71.3
399,40.3,-74.8,41.1,-73.7
398,41.3,-70.0,42.5,-71.3
398,17.9,-63.0,18.5,-65.9
398,-19.2,146.8,-16.9,145.7
398,34.2,-118.5,43.6,-110.7
397,40.9,-74.1,41.5,-74.1
397,32.2,-80.7,33.9,-84.3
396,26.2,-80.2,33.9,-84.3
396,41.8,12.6,43.7,7.2
395,49.0,2.5,51.3,0.0
395,26.4,-80.1,41.1,-73.7
395,34.2,-118.5,37.4,-122.0
395,32.7,-117.2,34.2,-118.4
395,35.9,-78.8,36.1,-79.9
394,26.7,-80.1,40.8,-72.6
394,32.0,-102.1,32.8,-97.4
394,43.6,7.2,46.2,6.1
394,40.8,-74.1,40.8,-72.6
394,33.8,-116.5,51.1,-114.0
394,25.9,-80.3,43.7,-79.6
393,43.7,-79.6,49.9,-97.2
393,40.9,-74.1,43.7,-79.7
393,26.2,-81.8,26.4,-80.1
392,33.1,-117.3,33.9,-118.4
392,32.7,-117.2,33.9,-118.4
391,37.6,-122.4,39.5,-119.8
390,34.2,-118.5,39.3,-106.9
389,37.6,-122.4,40.8,-112.0
389,36.8,-119.7,37.4,-121.9
388,46.8,-71.4,58.1,-68.4
388,33.6,-86.8,36.1,-86.7
388,26.2,-80.2,27.4,-82.6
387,21.3,-157.9,22.0,-159.3
387,40.9,9.5,45.4,9.3
387,30.2,-97.7,39.6,-104.9
386,27.8,-97.5,29.6,-95.7
386,34.0,-84.0,36.2,-86.9
386,47.4,-120.2,47.5,-122.3
386,48.7,9.2,52.4,13.5
386,40.8,-74.4,42.5,-71.3
385,36.1,-115.1,40.8,-112.0
385,33.7,-117.9,38.5,-122.8
384,21.8,-72.3,26.2,-80.2
384,33.4,-112.0,39.6,-104.9
384,49.2,-123.2,49.9,-119.4
384,-34.9,138.5,-32.5,137.7
383,33.6,-116.2,47.5,-122.3
382,43.3,-100.9,44.0,-103.1
381,29.6,-95.3,30.0,-90.0
380,29.7,-95.3,30.2,-97.7
380,-43.5,172.5,-41.6,174.0
380,37.7,-97.4,39.1,-94.6
380,36.1,-79.5,39.0,-77.5
379,38.4,-81.6,40.1,-83.1
379,33.6,-116.2,33.6,-111.9
379,41.1,-73.7,41.4,-73.5
379,46.2,6.1,47.5,8.5
379,28.0,-82.5,30.5,-81.7
379,43.1,-77.7,43.1,-76.1
379,32.7,-80.0,33.9,-84.3
378,25.9,-100.2,26.2,-98.2
378,33.7,-117.9,34.2,-118.4
378,39.6,-104.9,45.8,-111.2
378,33.9,-84.3,34.0,-84.6
378,27.2,-80.2,41.1,-73.7
378,36.1,-86.7,40.8,-74.1
378,41.3,-95.9,42.1,-87.9
378,-21.2,149.2,-19.3,146.8
377,34.2,-118.5,37.7,-122.1
377,37.5,-77.3,40.9,-74.1
376,40.9,-74.1,41.7,-70.3
376,43.6,-116.2,46.3,-119.1
375,32.7,-114.6,33.4,-112.0
375,43.5,7.0,46.2,6.1
375,43.6,-110.7,45.8,-111.2
374,32.9,-80.0,35.2,-80.9
374,37.4,-121.9,40.9,-74.1
374,43.6,7.2,51.3,-0.8
373,-12.4,130.9,-12.4,130.9
372,36.1,-79.5,40.1,-83.1
372,45.6,-122.6,45.7,-119.2
372,-33.4,115.7,-32.1,115.9
372,32.0,34.9,34.9,33.6
371,40.9,-74.1,43.1,-77.7
371,43.2,6.5,46.2,6.1
371,38.9,-77.4,42.4,-71.0
371,26.2,-80.2,27.9,-82.7
370,39.2,-76.7,41.1,-73.7
370,53.6,10.0,54.9,8.3
370,49.0,2.4,52.3,4.8
370,21.7,39.2,25.0,46.7
369,35.2,-80.9,41.1,-73.7
369,30.0,-90.3,32.3,-90.1
369,33.4,-112.0,34.2,-118.4
368,36.1,-86.7,38.2,-85.7
368,40.9,-74.1,43.1,-70.8
367,29.6,-95.7,32.8,-96.8
367,25.1,-77.5,26.7,-80.1
366,43.7,7.2,47.5,8.6
366,43.6,7.2,49.0,2.4
365,26.1,-80.2,26.2,-80.2
365,43.6,-116.2,44.9,-116.1
364,33.6,-111.9,36.6,-121.8
364,-27.4,153.1,-25.0,152.4
364,33.8,-116.5,47.5,-122.3
364,27.2,-80.2,33.9,-84.3
364,25.8,-80.3,26.2,-81.8
364,42.7,-83.4,42.9,-85.5
363,26.2,-81.8,26.2,-80.2
363,-34.0,151.2,-32.8,151.8
363,39.0,-77.5,40.9,-74.1
362,30.5,-81.7,33.9,-84.3
362,35.4,-80.7,36.0,-79.5
362,38.9,-77.4,42.5,-71.3
361,39.9,-104.7,42.8,-103.1
361,60.6,-151.3,61.2,-150.0
360,35.0,-106.6,35.5,-108.8
360,47.5,8.6,51.3,-0.8
359,37.4,-121.9,43.6,-110.7
359,36.0,-115.1,40.1,-111.7
358,-37.7,144.9,-34.9,138.5
358,42.7,-83.4,44.7,-85.6
358,29.5,-98.5,31.8,-106.4
358,41.1,-73.7,43.6,-72.3
358,40.4,-79.9,40.9,-74.1
358,40.0,-82.9,41.1,-73.7
357,36.7,-4.5,51.3,-0.8
357,-27.6,153.0,-26.6,153.1
357,26.4,-80.1,28.0,-82.5
356,41.2,-70.1,42.4,-71.0
356,49.2,-2.2,51.3,0.0
356,39.6,-104.9,45.8,-108.5
356,45.6,-122.6,45.7,-119.1
356,41.4,-70.6,42.4,-71.0
355,36.9,-76.2,40.9,-74.1
354,26.7,-80.1,28.3,-81.4
354,40.9,-74.1,41.3,-70.1
353,44.8,-93.5,45.1,-93.2
353,19.1,72.9,28.5,77.1
353,25.0,-77.5,26.2,-80.2
352,28.0,-82.5,28.5,-81.3
352,32.9,-96.9,34.7,-92.2
352,48.4,-89.3,48.6,-81.4
352,25.8,-80.3,26.4,-80.1
351,33.1,-117.3,36.6,-121.8
351,34.2,-118.5,41.1,-73.7
351,41.1,-73.7,42.9,-78.7
351,-35.2,147.5,-33.9,151.0
350,26.4,-80.1,33.9,-84.3
350,43.7,-79.6,44.9,-63.5
349,36.1,-115.2,38.2,-122.3
349,30.2,-97.7,32.9,-96.8
348,-32.8,151.8,-30.3,153.1
348,36.1,-86.7,41.8,-87.8
348,36.6,-121.8,36.8,-119.7
347,40.8,-112.0,41.2,-112.0
347,37.4,-121.9,43.6,-116.2
347,32.7,-117.2,33.4,-112.0
347,26.7,-80.1,36.9,-76.2
347,41.3,-95.9,41.5,-93.7
347,33.9,-84.3,34.0,-84.0
347,49.0,2.4,51.6,-0.4
347,-38.0,144.5,-37.7,144.9
