count,pt1_lat,pt1_lon,pt2_lat,pt2_lon
878,4.7,-74.2,4.7,-74.1
878,49.0,2.4,51.3,0.0
869,33.9,-84.3,36.1,-86.7
869,26.7,-80.1,27.4,-82.6
867,33.9,-84.3,35.2,-80.9
866,45.6,-122.6,47.5,-122.3
865,30.2,-97.7,32.8,-97.4
864,32.1,-81.2,33.9,-84.3
864,47.5,-122.3,49.2,-123.2
854,25.9,-80.3,26.2,-80.2
847,49.2,-123.2,49.9,-119.4
846,42.5,-71.3,43.1,-70.8
845,33.9,-84.3,40.9,-74.1
842,33.1,-117.3,33.6,-111.9
840,26.2,-98.2,29.5,-98.5
832,41.1,-73.7,41.3,-70.0
828,37.0,-113.5,40.8,-112.0
825,39.9,-75.2,40.9,-74.1
824,34.2,-118.5,36.6,-121.8
823,40.5,-3.6,41.3,2.1
822,36.3,-97.9,36.4,-97.9
821,40.7,-73.4,40.9,-74.1
818,46.2,6.1,51.9,-0.4
813,33.8,-84.5,35.2,-80.9
813,40.9,-74.1,42.7,-83.4
810,36.1,-115.2,37.6,-122.4
810,26.2,-98.2,27.8,-97.5
809,-33.9,151.0,-32.8,151.8
804,40.9,-74.1,41.8,-87.8
800,-34.9,138.5,-34.6,135.9
794,35.2,-80.9,35.9,-78.8
790,34.2,-118.5,36.0,-115.1
789,29.5,-98.5,29.6,-95.7
788,44.9,-93.1,46.9,-96.8
788,29.5,-98.5,32.8,-96.8
786,25.9,-80.3,28.0,-82.5
779,34.2,-118.5,39.6,-104.9
779,35.0,-106.6,36.7,-108.2
778,34.2,-118.5,47.5,-122.3
773,45.4,9.3,49.0,2.4
770,39.3,-106.9,39.6,-104.9
769,-14.5,132.4,-12.4,130.9
769,46.2,6.1,49.0,2.5
767,47.5,-122.3,61.2,-150.0
765,51.3,-0.8,54.1,-3.3
764,37.4,-121.9,47.5,-122.3
762,33.4,-112.0,33.7,-117.9
759,29.5,-98.5,33.0,-96.8
755,35.0,-85.2,35.8,-84.0
754,38.9,-77.4,40.8,-74.1
753,26.7,-80.1,42.7,-83.4
747,51.4,-2.7,54.1,-3.3
743,33.6,-116.2,34.2,-118.5
740,36.1,-115.2,39.5,-119.8
739,42.4,-71.0,42.5,-71.3
739,32.1,-110.9,33.6,-111.9
739,25.9,-80.3,33.9,-84.3
738,24.9,55.2,25.3,51.6
737,39.1,-94.6,39.6,-104.9
733,29.6,-95.3,32.8,-97.4
733,38.7,-77.5,40.4,-79.9
732,45.6,-122.6,45.7,-118.8
728,33.8,-116.5,34.2,-118.5
728,40.9,-74.1,42.1,-87.9
724,25.9,-80.3,34.2,-118.5
723,25.9,-97.4,33.9,-118.3
721,31.6,-110.4,31.6,-110.3
720,26.7,-80.1,28.4,-81.3
719,51.3,-0.8,51.9,-0.4
717,-37.9,147.6,-37.7,144.9
717,33.4,-112.0,33.6,-111.9
716,33.4,-112.0,34.2,-118.5
715,40.8,-74.4,41.1,-73.7
713,33.7,-117.9,36.6,-121.8
712,36.1,-115.2,37.3,-120.5
712,26.4,-80.1,40.9,-74.1
710,33.7,-117.9,39.6,-104.9
706,53.3,-113.6,56.7,-111.2
704,36.1,-115.2,39.6,-104.9
704,25.9,-80.3,28.5,-81.3
703,25.8,-80.3,40.8,-74.1
703,50.9,7.1,52.4,13.5
701,35.0,-106.6,35.5,-108.8
700,33.9,-84.3,35.9,-78.8
699,33.7,-117.9,37.6,-122.4
698,26.1,-81.8,26.7,-80.1
696,33.6,-111.9,33.9,-118.4
690,25.9,-80.3,26.4,-80.1
684,-6.1,106.7,1.4,103.9
683,26.7,-80.1,27.9,-82.7
678,40.9,-74.1,41.4,-70.6
678,40.8,-74.1,43.7,-79.6
678,32.6,-117.0,33.7,-117.9
676,26.7,-80.1,28.5,-81.3
674,29.6,-95.3,33.0,-96.8
674,41.8,-87.8,42.7,-83.4
662,39.6,-104.9,42.9,-106.5
657,29.6,-95.7,30.2,-97.7
656,34.4,-119.8,37.5,-122.2
656,46.2,6.1,51.3,0.0
655,39.2,-76.7,44.9,-74.8
652,40.8,-72.6,41.1,-73.7
644,39.2,-76.7,40.3,-78.3
643,29.5,-98.5,32.9,-96.9
643,25.8,-80.3,41.1,-73.7
642,40.7,-73.4,40.8,-74.1
640,26.7,-80.1,36.1,-86.7
634,34.2,-119.1,34.2,-118.5
634,30.2,-97.7,34.2,-118.5
634,36.1,-115.2,37.7,-122.2
633,-43.5,172.5,-41.6,173.9
632,33.9,-81.1,35.4,-80.7
630,25.9,-80.3,28.4,-81.3
630,20.8,-157.0,21.3,-157.8
630,33.7,-117.9,38.2,-122.3
630,38.8,-104.7,39.6,-104.9
629,33.6,-111.9,36.0,-115.1
629,43.7,7.2,51.9,-0.4
627,33.7,-117.9,36.8,-119.7
627,53.3,-2.8,54.1,-4.6
621,41.4,-70.6,42.5,-71.3
620,37.3,-108.6,39.8,-104.7
619,40.8,-74.4,40.9,-74.1
618,43.6,-96.7,44.8,-93.5
618,34.7,-92.2,36.2,-94.1
618,40.8,-72.6,40.9,-74.1
616,38.9,-77.5,40.9,-74.1
616,35.2,-80.9,40.9,-74.1
611,33.9,-118.4,37.3,-120.5
610,39.5,-107.7,39.6,-104.9
609,35.9,-78.8,40.9,-74.1
609,33.7,-117.9,37.7,-122.2
608,32.7,-117.2,37.4,-121.9
606,33.4,-112.0,36.1,-115.2
605,49.2,-2.2,51.3,-0.8
605,32.8,-97.4,33.0,-96.8
603,26.7,-80.1,35.2,-80.9
602,38.7,-121.4,40.5,-122.3
602,36.9,-76.2,37.5,-77.3
601,60.2,11.1,63.5,10.9
599,38.7,-90.6,39.1,-94.6
599,26.7,-80.1,43.7,-79.6
598,27.5,-99.5,27.8,-97.5
596,34.4,-119.8,37.4,-121.9
594,-38.3,142.4,-37.7,144.9
593,39.9,-75.2,41.1,-73.7
590,26.7,-80.1,30.5,-81.7
589,6.6,3.3,9.0,7.3
587,43.7,-79.6,45.3,-75.7
585,33.8,-116.5,36.1,-115.2
584,29.5,-98.5,32.8,-97.4
584,33.7,-117.9,33.9,-118.4
583,35.6,-79.1,39.6,-104.9
583,60.2,11.1,60.3,5.2
580,26.1,-80.2,28.0,-82.5
579,49.2,-2.2,51.8,-1.3
578,26.4,-80.1,41.1,-73.7
578,33.9,-84.3,40.8,-74.1
577,43.9,-92.5,44.8,-93.5
577,41.8,-87.8,42.1,-87.9
576,26.7,-80.1,38.9,-77.4
575,36.6,-121.8,37.4,-121.9
573,41.2,-70.1,42.5,-71.3
573,25.0,-77.5,26.7,-80.1
572,43.6,-116.2,47.5,-122.3
571,25.8,-80.3,28.0,-82.5
571,33.6,-86.8,33.9,-84.3
571,30.2,-97.7,33.6,-111.9
569,40.9,9.5,45.4,9.3
568,45.6,-122.6,45.7,-119.0
568,44.8,-93.5,46.9,-96.8
567,28.0,-82.5,33.9,-84.3
567,35.9,-78.8,41.1,-73.7
566,47.5,8.6,49.0,2.4
565,33.7,-117.9,34.4,-119.8
562,-34.9,-55.1,-34.5,-58.6
562,33.6,-111.9,35.1,-111.7
562,25.9,-80.3,43.7,-79.6
560,-32.8,151.8,-31.1,150.8
560,40.9,-96.8,41.3,-95.9
560,46.2,6.1,47.5,8.6
559,34.2,-118.5,38.5,-122.8
559,37.4,-121.9,37.7,-122.2
559,40.8,-74.1,42.7,-83.4
558,31.1,-81.4,33.9,-84.3
555,33.6,-111.9,36.1,-115.1
553,37.6,-122.4,47.5,-122.3
553,45.4,9.3,46.2,6.1
553,41.3,-70.1,42.5,-71.3
553,27.5,-99.5,29.5,-98.5
552,25.0,-77.5,25.9,-80.3
549,49.4,-2.6,52.8,-1.3
549,40.8,-112.0,43.6,-110.7
548,34.4,-119.8,37.6,-122.4
548,39.6,-104.9,39.9,-105.1
548,30.2,-97.7,32.9,-96.8
547,41.1,-73.7,43.7,-79.6
547,38.9,-77.5,40.8,-74.1
547,39.2,-76.7,40.9,-74.1
546,26.2,-80.2,28.0,-82.5
546,34.2,-118.5,34.2,-118.4
546,44.8,-0.7,49.0,2.4
545,41.1,-73.7,41.5,-74.1
545,33.6,-111.9,37.4,-121.9
541,40.0,-82.9,40.9,-74.1
539,30.9,104.4,31.0,104.3
536,48.2,17.2,50.1,14.3
535,49.9,-119.4,51.1,-114.0
533,58.9,5.6,60.2,11.1
533,44.1,-121.2,45.6,-122.6
532,43.6,7.2,49.0,2.4
530,33.1,-117.3,40.8,-112.0
530,25.9,-80.3,27.4,-82.6
530,39.9,-75.2,40.8,-74.1
529,35.0,-106.6,39.6,-104.9
529,51.3,-0.8,53.4,-6.3
529,45.5,-123.0,47.5,-122.3
528,36.7,-4.5,40.5,-3.6
527,34.2,-118.4,37.7,-122.2
527,26.7,-80.1,35.9,-78.8
526,33.9,-118.4,37.6,-122.4
526,36.0,-79.5,40.8,-74.4
526,-25.5,-49.2,-23.6,-46.7
525,34.7,-92.2,36.0,-94.2
525,33.6,-111.9,47.5,-122.3
524,26.7,-80.1,42.4,-71.0
524,34.4,-119.8,36.1,-115.2
521,30.4,-85.8,36.1,-86.7
520,43.6,-96.7,44.0,-103.1
519,26.1,-80.2,40.9,-74.1
518,32.7,-114.6,33.4,-112.0
518,39.2,-106.9,39.6,-104.9
517,33.6,-111.9,51.1,-114.0
515,-37.7,144.9,-33.9,151.2
515,61.2,-150.0,64.8,-147.9
514,37.4,-121.9,43.6,-116.2
513,33.4,-112.0,37.3,-108.6
513,33.1,-117.3,37.4,-121.9
512,43.5,7.0,49.0,2.4
512,34.2,-118.4,37.6,-122.4
511,26.7,-80.1,27.7,-80.4
511,34.2,-118.5,39.3,-106.9
510,33.6,-116.2,33.7,-117.9
510,33.7,-117.9,35.4,-119.1
508,26.2,-80.2,26.4,-80.1
508,51.3,-0.8,51.3,0.0
508,25.9,-100.2,26.2,-98.2
507,37.7,-97.4,39.1,-94.6
507,-23.6,-46.7,-19.9,-43.9
507,25.0,-77.5,26.2,-80.2
505,33.9,-118.4,37.4,-121.9
505,26.7,-80.1,32.1,-81.2
505,32.8,-97.4,33.7,-101.8
504,40.8,-74.1,42.1,-87.9
503,25.9,-100.2,29.6,-95.3
502,40.8,-74.4,42.5,-71.3
502,43.6,7.2,51.3,-0.8
501,43.5,-112.1,43.6,-116.2
500,37.1,-113.5,40.8,-112.0
500,32.7,-117.2,33.7,-117.9
500,39.6,-104.9,41.3,-95.9
500,25.8,-80.3,25.9,-80.3
499,51.1,-114.0,52.2,-106.7
499,41.3,-95.9,41.8,-87.8
498,37.4,-121.9,39.5,-119.8
497,39.1,-108.5,40.8,-112.0
497,30.4,-85.8,33.9,-84.3
496,33.1,-117.3,33.4,-112.0
495,50.4,-104.7,52.2,-106.7
494,40.8,-112.0,45.8,-108.5
493,43.7,7.2,45.4,9.3
493,-37.7,144.9,-33.9,151.0
493,26.7,-80.1,40.8,-72.6
492,43.6,7.2,46.2,6.1
491,25.9,-80.3,26.2,-81.8
491,37.3,-108.6,39.9,-104.7
490,32.6,-117.0,34.2,-118.5
489,26.2,-80.2,40.9,-74.1
489,26.7,-80.1,38.9,-77.5
489,26.2,-80.2,28.5,-81.3
487,36.1,-86.7,40.9,-74.1
486,45.8,-111.2,47.5,-122.3
485,40.5,-3.6,49.0,2.4
483,30.2,-97.7,39.6,-104.9
482,-23.6,-46.7,-23.4,-46.5
481,38.9,-77.5,41.1,-73.7
481,47.5,-122.3,47.7,-117.3
479,37.4,-121.9,40.8,-112.0
479,40.8,-74.1,41.4,-70.6
478,39.7,-86.3,42.7,-83.4
478,26.7,-80.1,29.6,-95.3
478,33.8,-116.5,47.5,-122.3
478,41.1,-73.7,43.1,-70.8
476,33.6,-86.8,36.1,-86.7
476,26.7,-80.1,42.1,-87.9
476,47.5,-122.3,47.9,-122.3
474,40.8,-112.0,47.5,-122.3
474,33.8,-84.5,33.9,-84.3
472,51.3,0.0,52.3,4.8
472,33.6,-111.9,41.3,-95.9
471,39.9,-75.2,42.5,-71.3
470,40.8,-74.1,41.8,-87.8
469,45.4,9.3,51.3,-0.8
469,44.9,-63.5,45.3,-65.9
469,40.8,-74.4,40.8,-74.1
468,49.2,-123.2,53.3,-113.6
467,39.5,-119.8,40.8,-112.0
466,55.5,37.5,59.8,30.3
466,-37.7,144.9,-34.0,151.2
466,34.2,-118.5,39.5,-107.7
465,29.5,-98.3,29.5,-98.3
463,33.7,-117.9,47.5,-122.3
463,40.8,-74.1,45.5,-73.7
462,-43.5,172.5,-41.6,174.0
460,33.9,-84.3,35.8,-84.0
459,51.9,-0.4,52.3,4.8
459,26.2,-80.2,33.9,-84.3
458,34.2,-118.5,37.4,-122.0
458,40.9,14.3,41.8,12.6
458,30.2,-97.7,36.1,-115.2
457,43.5,-114.3,47.5,-122.3
457,33.6,-111.9,34.4,-119.8
455,51.3,0.0,51.9,-0.4
455,29.5,-98.5,31.8,-106.4
455,47.5,-122.3,47.6,-117.5
454,33.1,-117.3,36.0,-115.1
454,18.0,-62.9,18.4,-66.0
454,47.4,-120.2,47.5,-122.3
453,37.6,-122.4,39.5,-119.8
453,32.1,-110.9,33.4,-112.0
453,33.9,-84.3,34.0,-84.6
452,35.9,-78.8,40.8,-74.1
451,26.2,-81.8,42.1,-87.9
451,27.2,-80.2,41.1,-73.7
450,41.1,-73.7,41.9,-72.7
450,34.3,-77.9,35.9,-78.8
449,48.7,9.2,52.4,13.5
449,41.1,-73.7,41.8,-87.8
448,33.6,-111.9,36.6,-121.8
448,40.2,-111.7,40.8,-112.0
448,43.7,7.2,51.3,0.0
447,35.2,-80.9,40.8,-74.1
447,49.9,-97.2,55.8,-97.9
447,34.2,-118.5,39.5,-119.8
447,49.0,2.5,51.3,-0.8
447,33.4,-112.0,40.8,-112.0
446,33.6,-116.2,36.1,-115.2
446,30.2,-97.7,40.9,-74.1
445,33.7,-117.9,33.8,-116.5
445,41.1,-73.7,41.7,-70.3
445,52.8,-1.3,54.1,-3.3
445,33.7,-117.9,38.5,-122.8
444,-34.0,18.6,-25.9,27.9
443,40.9,-74.1,41.9,-72.7
442,26.4,-80.1,28.0,-82.5
441,26.4,-80.1,40.8,-74.1
441,49.0,2.4,52.3,4.8
440,32.7,-117.2,37.6,-122.4
440,29.6,-95.3,32.9,-96.8
437,32.7,-114.6,36.7,-121.6
436,35.4,-80.7,35.9,-78.8
436,-43.5,172.5,-41.5,174.1
435,-25.4,-49.2,-23.6,-46.7
435,49.2,-2.2,51.3,0.0
434,42.1,-87.9,42.7,-83.4
434,47.7,9.5,51.3,6.8
433,47.5,8.6,51.3,-0.8
433,26.2,-80.2,27.4,-82.6
432,37.7,-122.2,47.5,-122.3
432,40.9,-74.1,42.9,-78.7
432,33.6,-111.9,39.6,-106.9
431,44.8,-93.5,45.1,-93.2
431,33.6,-111.9,35.0,-106.6
431,34.2,-118.5,37.5,-122.1
430,29.6,-95.7,32.8,-96.8
429,28.0,-82.5,28.5,-81.3
429,51.3,-0.8,52.3,4.8
429,39.5,-119.8,40.8,-115.8
428,33.9,-84.3,34.0,-84.0
428,40.9,-74.1,41.5,-73.1
427,26.2,-80.2,27.9,-82.7
427,33.6,-111.9,34.2,-118.4
426,32.2,-80.7,33.9,-84.3
426,33.6,-116.2,47.5,-122.3
426,-32.8,151.8,-30.3,153.1
426,26.2,-80.2,30.5,-81.7
426,40.0,-82.9,41.6,-83.8
426,34.2,-118.5,41.1,-73.7
425,38.7,-90.7,39.1,-94.6
425,26.4,-80.1,40.7,-73.4
425,-34.9,138.5,-33.1,137.5
425,34.2,-118.5,35.4,-119.1
424,33.1,-117.3,33.9,-118.4
424,40.3,-74.8,41.1,-73.7
424,34.0,-118.5,35.4,-119.1
424,33.6,-111.9,33.8,-116.5
423,48.4,-89.3,50.1,-91.9
422,39.9,-75.2,42.4,-71.0
421,48.4,11.8,52.4,13.5
421,39.2,-76.7,41.1,-73.7
421,40.9,-74.1,41.2,-70.1
421,33.8,-116.5,51.1,-114.0
421,36.1,-86.7,39.7,-86.3
420,36.6,-121.8,36.8,-119.7
420,28.5,-81.3,33.9,-84.3
420,43.6,-96.7,46.9,-96.8
419,40.9,14.3,45.4,9.3
419,49.9,-97.2,53.3,-113.6
419,-43.5,172.5,-37.0,174.8
419,32.7,-117.2,33.9,-118.4
418,36.1,-115.2,47.5,-122.3
417,33.1,-117.3,37.7,-122.2
417,-34.0,151.2,-32.8,151.8
417,46.9,-96.8,47.5,-94.9
417,43.6,-96.7,44.9,-93.1
416,4.7,-74.2,6.2,-75.4
416,40.3,-74.8,40.9,-74.1
416,40.5,-80.2,40.9,-74.1
415,26.2,-81.8,26.4,-80.1
415,35.8,-84.0,36.2,-86.9
414,34.2,-118.5,36.8,-119.7
414,26.2,-81.8,26.2,-80.2
413,36.1,-86.7,38.2,-85.7
413,-37.7,144.9,-36.7,142.2
413,40.4,-76.0,40.9,-74.1
411,35.9,-78.8,36.1,-79.9
410,38.9,1.4,41.3,2.1
410,40.0,-82.9,40.8,-74.1
410,30.5,-81.7,33.9,-84.3
407,-41.5,174.1,-41.3,174.8
406,34.4,-119.8,37.7,-122.2
405,25.9,-80.3,40.7,-73.4
404,36.3,-119.4,36.8,-119.7
404,33.4,-112.0,39.6,-104.9
402,53.6,10.0,54.9,8.3
401,37.7,-122.2,39.5,-119.8
401,47.2,-119.3,47.5,-122.3
400,35.0,-90.0,36.1,-86.7
400,26.4,-80.1,40.8,-74.4
399,39.0,-77.5,40.9,-74.1
399,37.6,-122.4,37.7,-122.2
399,40.8,-74.1,41.2,-70.1
398,26.2,-81.8,27.4,-82.6
398,34.2,-118.5,43.6,-110.7
398,40.4,-79.9,40.9,-74.1
397,37.6,-122.4,40.8,-112.0
397,28.0,-82.5,30.5,-81.7
396,32.1,-110.9,34.2,-118.5
396,63.8,20.3,65.5,22.1
396,34.2,-118.5,39.6,-106.9
395,41.3,-95.9,41.8,-87.7
395,34.2,-118.5,45.8,-111.2
395,32.9,-96.9,39.1,-94.6
394,40.1,33.0,41.0,28.8
393,27.5,-99.5,30.2,-97.7
393,33.7,-117.9,34.2,-118.4
393,25.8,-80.3,28.4,-81.3
393,34.0,-118.4,34.2,-118.5
392,40.9,-74.1,41.3,-70.1
392,32.7,-117.2,33.4,-112.0
391,-35.2,147.5,-33.9,151.0
391,36.0,-79.5,37.5,-77.3
391,49.4,-2.6,50.8,-1.8
391,29.6,-95.7,32.9,-96.9
391,48.6,-123.4,49.2,-123.2
390,33.6,-86.7,33.9,-84.3
390,46.8,-100.8,46.9,-96.8
389,26.7,-80.1,34.2,-118.5
389,40.3,-78.3,40.5,-80.2
389,34.2,-118.5,37.7,-122.1
388,29.6,-95.3,39.6,-104.9
388,43.6,7.2,51.9,-0.4
388,1.4,103.9,13.9,100.6
388,-34.9,138.5,-32.5,137.7
388,25.9,-80.3,42.5,-71.3
387,34.0,-84.0,36.2,-86.9
387,26.2,-81.8,41.1,-73.7
386,-27.4,153.1,-25.0,152.3
386,33.6,-111.9,37.6,-122.4
386,-41.3,174.8,-40.0,175.0
385,29.6,-95.3,30.0,-90.0
385,43.6,-116.2,47.8,-116.8
383,40.9,-74.1,42.3,-71.9
383,28.0,-82.5,40.9,-74.1
383,32.1,-110.9,33.3,-111.7
382,26.7,-80.1,41.8,-87.8
382,40.9,-74.1,51.9,-0.4
382,49.0,2.4,50.9,4.5
382,32.0,34.9,34.9,33.6
382,40.0,-82.9,41.1,-73.7
382,33.9,-84.3,41.1,-73.7
382,32.9,-80.1,33.9,-84.3
382,29.7,-95.3,30.2,-97.7
381,41.4,-70.6,42.4,-71.0
381,25.9,-80.3,26.1,-80.2
381,46.2,6.1,50.9,4.5
381,39.1,-94.6,41.3,-95.9
381,39.1,-84.4,40.9,-74.1
380,41.1,-73.7,41.4,-73.5
379,40.9,-74.1,41.5,-74.1
379,-32.1,115.9,-28.8,114.7
379,33.8,-116.5,49.2,-123.2
379,42.7,-83.4,44.7,-85.6
378,26.2,-81.8,33.9,-84.3
378,36.1,-115.2,38.2,-122.3
378,45.8,3.2,49.0,2.4
377,36.1,-79.5,39.0,-77.5
377,33.9,-118.3,37.5,-122.2
377,38.9,-77.4,42.4,-71.0
376,41.8,12.6,49.0,2.4
376,45.4,9.3,51.9,-0.4
375,37.7,-122.2,40.8,-112.0
375,-38.0,144.5,-37.7,144.9
374,26.4,-80.1,33.9,-84.3
374,25.9,-80.3,27.2,-80.2
373,43.1,-77.7,43.1,-76.1
373,49.9,-97.2,51.1,-114.0
373,29.6,-95.3,40.9,-74.1
372,26.7,-80.1,28.3,-81.4
371,25.9,-80.3,27.9,-82.7
371,32.3,-106.9,35.0,-106.6
371,33.6,-111.9,42.1,-87.9
371,43.7,-79.6,49.9,-97.2
371,43.2,6.5,46.2,6.1
370,37.5,-77.3,40.9,-74.1
370,33.6,-111.9,38.2,-122.3
370,31.9,-102.2,32.8,-97.4
369,39.2,-76.7,40.8,-74.1
369,-39.5,176.9,-37.0,174.8
368,41.3,-70.1,42.4,-71.0
367,31.8,-106.4,35.0,-106.6
367,36.6,-121.8,37.6,-122.4
367,26.7,-80.1,36.9,-76.2
367,40.9,-74.1,41.7,-70.3
366,37.4,-121.9,40.9,-74.1
366,43.6,-116.2,44.9,-116.1
365,27.7,-80.4,41.1,-73.7
365,33.6,-116.2,33.6,-111.9
364,51.9,-0.4,53.4,-6.3
364,40.8,-74.1,40.8,-72.6
364,38.9,-77.4,42.5,-71.3
364,29.6,-95.7,29.6,-95.3
364,46.2,6.1,52.3,4.8
363,-34.9,138.5,-33.2,138.0
363,25.6,-80.4,26.7,-80.1
363,33.6,-111.9,39.9,-105.1
362,33.6,-111.9,37.7,-122.2
362,40.9,-74.1,43.1,-70.8
362,24.9,55.2,55.6,37.3
361,25.8,-80.3,33.9,-84.3
359,36.1,-115.2,36.6,-121.8
359,41.3,-70.0,42.5,-71.3
359,26.1,-80.2,28.4,-81.3
359,39.6,-104.9,44.9,-93.2
358,29.5,-98.5,32.9,-96.8
358,40.8,-112.0,45.8,-111.2
358,42.7,-83.4,42.9,-85.5
358,34.2,-119.1,37.4,-121.9
358,40.9,-74.1,41.3,-70.0
357,47.5,8.6,51.9,-0.4
356,-27.6,153.0,-27.5,151.9
356,-23.6,-46.7,-23.0,-43.4
356,-27.4,153.1,-25.0,152.4
356,26.2,-80.2,41.1,-73.7
356,26.2,-97.6,27.8,-97.5
355,26.7,-80.1,40.8,-73.9
354,33.0,-96.8,33.6,-111.9
354,29.6,-95.7,32.8,-97.4
354,-34.5,-58.6,-34.4,-58.6
354,38.0,-107.9,38.5,-107.9
354,46.2,6.1,47.5,8.5
